year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2021,Rabi,Rajasthan,Jhunjhunu,Methi (Fenugreek),Condiments and Spices,Horticulture & Commercial,1,56584.0,5.0,5.0,0.0,0.0,2829.2,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,2829.2,0.0,5.0
2018,Kharif,Maharashtra,Latur,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,23100.0,12.0,2.0,5.0,5.0,462.0,1155.0,1155.0,70,AGRICULTURE INSURANCE COMPANY,2310.0,2772.0,83.33333333333334,12.0
2019,Kharif,Himachal Pradesh,Hamirpur,Maize (Makka),Millets,Agriculture,1,30000.0,5.0,2.0,1.5,1.5,600.0,450.0,450.0,90,AGRICULTURE INSURANCE COMPANY,900.0,1500.0,60.0,5.0
2019,Rabi,Uttar Pradesh,Fatehpur,Barley (Jau),Cereals,Agriculture,1,30350.0,11.92,1.5,5.21,5.21,455.25,1581.235,1581.235,80,UNITED INDIA INSURANCE CO.,3162.47,3617.72,87.41610738255034,11.919999999999998
2018,Kharif,Tamil Nadu,Salem,Banana,Fruits,Horticulture & Commercial,1,140667.0,3.13,3.13,0.0,0.0,4402.8771,0.0,0.0,80,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,0.0,4402.8771,0.0,3.1299999999999994
2020,Kharif,Maharashtra,Ahmadnagar,Soybean (Bhat),Oilseeds,Agriculture,1,37500.0,21.0,2.0,9.5,9.5,750.0,3562.5,3562.5,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,7125.0,7875.0,90.47619047619048,21.0
2019,Rabi,Rajasthan,Sawai Madhopur,Lentil (Masur),Pulses,Agriculture,1,39750.0,4.0,1.5,1.25,1.25,596.25,496.875,496.875,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,993.75,1590.0,62.5,4.0
2020,Rabi,HARYANA,Rohtak,Bengal Gram (Chana),Pulses,Agriculture,1,32124.0,19.0,1.5,8.75,8.75,481.86,2810.85,2810.85,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5621.7,6103.5599999999995,92.10526315789474,18.999999999999996
2018,Kharif,Andhra Pradesh,Kurnool,Cotton (Kapas) - IR,Fiber Crops,Horticulture & Commercial,1,121500.0,4.6,4.6,0.0,0.0,5589.0,0.0,0.0,80,ORIENTAL INSURANCE,0.0,5589.0,0.0,4.6
2020,Kharif,Tamil Nadu,Krishnagiri,Paddy - I,Cereals,Agriculture,1,81757.0,5.25,2.0,1.625,1.625,1635.14,1328.5513,1328.5513,90,AGRICULTURE INSURANCE COMPANY,2657.1026,4292.2426000000005,61.904762792298826,5.250000122313686
2020,Rabi,TAMIL NADU,Kallakurichi,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,128440.0,20.0,5.0,7.5,7.5,6422.0,9633.0,9633.0,80,AGRICULTURE INSURANCE COMPANY,19266.0,25688.0,75.0,20.0
2020,Rabi,RAJASTHAN,Bundi,Mustard,Oilseeds,Agriculture,1,62487.0,9.5,1.5,4.0,4.0,937.305,2499.48,2499.48,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,4998.96,5936.264999999999,84.21052631578948,9.499999999999998
2020,Kharif,Maharashtra,Nanded,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,35000.0,27.0,2.0,12.5,12.5,700.0,4375.0,4375.0,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,8750.0,9450.0,92.5925925925926,27.0
2019,Rabi,Tamil Nadu,Karur,Banana,Fruits,Horticulture & Commercial,1,151411.0,7.5,5.0,1.25,1.25,7570.55,1892.6375,1892.6375,80,AGRICULTURE INSURANCE COMPANY,3785.275,11355.825,33.33333333333333,7.500000000000001
2019,Rabi,Himachal Pradesh,Bilaspur,Wheat,Cereals,Agriculture,1,30000.0,19.0,1.5,8.75,8.75,450.0,2625.0,2625.0,90,NEW INDIA ASSURANCE COMPANY,5250.0,5700.0,92.10526315789474,19.0
2019,Rabi,Tamil Nadu,Pudukkottai,Banana,Fruits,Horticulture & Commercial,1,122265.0,5.0,5.0,0.0,0.0,6113.25,0.0,0.0,70,AGRICULTURE INSURANCE COMPANY,0.0,6113.25,0.0,5.0
2019,Rabi,Uttar Pradesh,Bijnor,Mustard,Oilseeds,Agriculture,1,26760.0,9.83,1.5,4.165,4.165,401.4,1114.554,1114.554,90,UNITED INDIA INSURANCE CO.,2229.108,2630.5080000000003,84.74059003051882,9.830000000000002
2019,Rabi,Tamil Nadu,Pudukkottai,Maize (Makka) - III,Millets,Agriculture,1,55081.0,20.0,1.5,9.25,9.25,826.215,5094.9925,5094.9925,70,AGRICULTURE INSURANCE COMPANY,10189.985,11016.2,92.5,20.0
2019,Rabi,Tamil Nadu,Pudukkottai,Paddy - III,Cereals,Agriculture,1,71630.0,15.0,1.5,6.75,6.75,1074.45,4835.025,4835.025,70,AGRICULTURE INSURANCE COMPANY,9670.05,10744.5,89.99999999999999,15.0
2019,Rabi,Tamil Nadu,Pudukkottai,Black Gram (Urad),Pulses,Agriculture,1,38903.0,25.0,1.5,11.75,11.75,583.545,4571.1025,4571.1025,70,AGRICULTURE INSURANCE COMPANY,9142.205,9725.75,94.0,25.0
2019,Rabi,Tamil Nadu,Pudukkottai,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,38903.0,30.0,1.5,14.25,14.25,583.545,5543.6775,5543.6775,70,AGRICULTURE INSURANCE COMPANY,11087.355,11670.9,95.0,30.0
2020,Kharif,Meghalaya,East Jaintia Hills,Paddy - Sali,Cereals,Agriculture,1,45319.0,3.69,2.0,0.169,1.521,906.38,76.5891,689.302,90,AGRICULTURE INSURANCE COMPANY,765.8911,1672.2711,45.79945799457995,3.6899999999999995
2019,Rabi,Tamil Nadu,Tiruchirappalli,Red Chillies,Vegetables,Horticulture & Commercial,1,49400.0,7.96,5.0,1.48,1.48,2470.0,731.12,731.12,80,ORIENTAL INSURANCE,1462.24,3932.24,37.185929648241206,7.959999999999999
2019,Rabi,Tamil Nadu,Salem,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,27664.0,11.99,1.5,5.245,5.245,414.96,1450.9768,1450.9768,90,AGRICULTURE INSURANCE COMPANY,2901.9536,3316.9136,87.48957464553794,11.989999999999998
2018,Kharif,Himachal Pradesh,Shimla,Paddy (Dhan),Cereals,Agriculture,1,30000.0,3.17,2.0,0.585,0.585,600.0,175.5,175.5,90,AGRICULTURE INSURANCE COMPANY,351.0,951.0,36.90851735015773,3.17
2022,Rabi,Uttarakhand,Nainital,Wheat - Hills,Cereals,Agriculture,1,69000.0,12.71,1.5,5.605,5.605,1035.0,3867.45,3867.45,90,AGRICULTURE INSURANCE COMPANY,7734.9,8769.9,88.19826907946499,12.709999999999999
2021,Rabi,Kerala,Ernakulam,Tapioca - Rabi -I,Sugar and Starch Crops,Horticulture & Commercial,1,125000.0,3.5,3.5,0.0,0.0,4375.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4375.0,0.0,3.5000000000000004
2022,Kharif,Uttar Pradesh,Kanpur Dehat,Paddy (Dhan),Cereals,Agriculture,1,84098.0,7.4,2.0,2.7,2.7,1681.96,2270.646,2270.646,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4541.292,6223.252,72.97297297297297,7.400000000000001
2022,Kharif,Uttar Pradesh,Sitapur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,45067.0,6.0,2.0,2.0,2.0,901.34,901.34,901.34,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,1802.68,2704.02,66.66666666666667,6.0
2022,Kharif,Uttar Pradesh,Fatehpur,Pearl Millet (Bajra),Millets,Agriculture,1,21344.0,19.05,2.0,8.525,8.525,426.88,1819.576,1819.576,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3639.152,4066.032,89.501312335958,19.05
2018,Rabi,Uttar Pradesh,Shrawasti,Mustard,Oilseeds,Agriculture,1,22726.0,8.0,1.5,3.25,3.25,340.89,738.595,738.595,80,NEW INDIA ASSURANCE COMPANY,1477.19,1818.0800000000002,81.25,8.0
2018,Rabi,Uttar Pradesh,Shrawasti,Wheat,Cereals,Agriculture,1,52027.0,3.0,1.5,0.75,0.75,780.405,390.2025,390.2025,80,NEW INDIA ASSURANCE COMPANY,780.405,1560.81,50.0,3.0
2019,Kharif,Rajasthan,Jaisalmer,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,18750.0,33.6,2.0,15.8,15.8,375.0,2962.5,2962.5,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,5925.0,6300.0,94.04761904761905,33.6
2019,Kharif,Himachal Pradesh,Chamba,Paddy (Dhan),Cereals,Agriculture,1,30000.0,3.0,2.0,0.5,0.5,600.0,150.0,150.0,90,AGRICULTURE INSURANCE COMPANY,300.0,900.0,33.33333333333333,3.0
2022,Kharif,MAHARASHTRA,Nashik,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,30000.0,10.0,2.0,4.0,4.0,600.0,1200.0,1200.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,2400.0,3000.0,80.0,10.0
2019,Rabi,Maharashtra,Akola,Bengal Gram (Chana),Pulses,Agriculture,1,24000.0,5.5,1.5,2.0,2.0,360.0,480.0,480.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,960.0,1320.0,72.72727272727273,5.5
2022,Rabi,Tamil Nadu,Mayiladuthurai,Banana,Fruits,Horticulture & Commercial,1,166231.0,15.0,5.0,5.0,5.0,8311.55,8311.55,8311.55,80,AGRICULTURE INSURANCE COMPANY,16623.1,24934.649999999998,66.66666666666666,15.0
2021,Rabi,Kerala,Malappuram,Banana - Plaintain,Fruits,Horticulture & Commercial,1,300000.0,8.3,5.0,1.6500000000000008,1.65,15000.0,4950.0,4950.0,80,AGRICULTURE INSURANCE COMPANY,9900.0,24900.0,39.75903614457831,8.3
2022,Kharif,MAHARASHTRA,Nashik,Soybean (Bhat),Oilseeds,Agriculture,1,49500.0,6.0,2.0,2.0,2.0,990.0,990.0,990.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,1980.0,2970.0,66.66666666666666,6.0
2019,Kharif,Maharashtra,Nashik,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,24500.0,20.0,2.0,9.0,9.0,490.0,2205.0,2205.0,70,AGRICULTURE INSURANCE COMPANY,4410.0,4900.0,90.0,20.0
2022,Rabi,Haryana,Sonipat,Barley (Jau),Cereals,Agriculture,1,46314.0,8.0,1.5,3.25,3.25,694.71,1505.205,1505.205,90,RELIANCE GENERAL INSURANCE CO. LTD.,3010.41,3705.12,81.25,8.0
2019,Kharif,Odisha,Kendujhar,Groundnut (Pea Nut),Oilseeds,Agriculture,1,60000.0,1.2,1.2,0.0,0.0,720.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,720.0,0.0,1.2
2020,Kharif,Maharashtra,Hingoli,Black Gram (Urad),Pulses,Agriculture,1,20000.0,16.0,2.0,7.0,7.0,400.0,1400.0,1400.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,2800.0,3200.0,87.5,16.0
2021,Kharif,Tamil Nadu,Dindigul,Banana,Fruits,Horticulture & Commercial,1,143260.0,34.0,5.0,19.0,10.0,7163.0,27219.4,14326.0,90,AGRICULTURE INSURANCE COMPANY,41545.4,48708.4,85.29411764705883,34.0
2019,Rabi,Telangana,Warangal Rural,Maize (Makka),Millets,Agriculture,1,62500.0,5.0,1.5,1.75,1.75,937.5,1093.75,1093.75,80,AGRICULTURE INSURANCE COMPANY,2187.5,3125.0,70.0,5.0
2021,Kharif,Maharashtra,Pune,Fingermillet (Ragi/Mandika),Millets,Agriculture,1,20000.0,9.0,2.0,3.5,3.5,400.0,700.0,700.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,1400.0,1800.0,77.77777777777779,9.0
2021,Kharif,Maharashtra,Pune,Black Gram (Urad),Pulses,Agriculture,1,20000.0,30.0,2.0,14.0,14.0,400.0,2800.0,2800.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,5600.0,6000.0,93.33333333333333,30.0
2020,Rabi,ODISHA,Bhadrak,Black Gram (Urad),Pulses,Agriculture,1,38250.0,2.0,1.5,0.25,0.25,573.75,95.625,95.625,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,191.25,765.0,25.0,2.0
2021,Kharif,Maharashtra,Pune,Green Gram (Moong),Pulses,Agriculture,1,20000.0,35.0,2.0,19.0,14.0,400.0,3800.0,2800.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,6600.0,7000.0,94.28571428571428,35.0
2020,Kharif,Maharashtra,Aurangabad,Green Gram (Moong),Pulses,Agriculture,1,20000.0,35.0,2.0,19.0,14.0,400.0,3800.0,2800.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,6600.0,7000.0,94.28571428571428,35.0
2018,Rabi,West Bengal,Nadia,Mustard,Oilseeds,Agriculture,1,49081.0,13.6,0.0,7.55,6.05,0.0,3705.6155,2969.4005,90,NATIONAL INSURANCE COMPANY LIMITED,6675.016,6675.016,100.0,13.599999999999998
2021,Rabi,Uttar Pradesh,Azamgarh,Wheat,Cereals,Agriculture,1,63140.0,6.39,1.5,2.445,2.445,947.1,1543.773,1543.773,90,AGRICULTURE INSURANCE COMPANY,3087.546,4034.6459999999997,76.52582159624414,6.39
2021,Kharif,Maharashtra,Ahmadnagar,Paddy (Dhan),Cereals,Agriculture,1,45000.0,25.0,2.0,11.5,11.5,900.0,5175.0,5175.0,70,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,10350.0,11250.0,92.0,25.0
2018,Kharif,Tamil Nadu,Salem,Onion,Vegetables,Horticulture & Commercial,1,78793.0,8.85,5.0,1.925,1.925,3939.65,1516.7653,1516.7653,80,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,3033.5306,6973.180600000001,43.50282566896374,8.850000126914829
2018,Kharif,Jharkhand,Pashchimi Singhbhum,Maize (Makka),Millets,Agriculture,1,52243.0,32.0,0.0,17.0,15.0,0.0,8881.31,7836.45,80,BHARTI AXA GENERAL INSURANCE COMPANY LTD.,16717.76,16717.76,100.0,31.999999999999996
2018,Rabi,Odisha,Jajapur,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,95000.0,1.0,1.0,0.0,0.0,950.0,0.0,0.0,70,ORIENTAL INSURANCE,0.0,950.0,0.0,1.0
2021,Rabi,Uttar Pradesh,Jhansi,Barley (Jau),Cereals,Agriculture,1,36527.0,6.3,1.5,2.4,2.4,547.905,876.648,876.648,80,AGRICULTURE INSURANCE COMPANY,1753.296,2301.201,76.1904761904762,6.3
2022,Rabi,Rajasthan,Sikar,Barley (Jau),Cereals,Agriculture,1,54172.0,5.0,1.5,1.75,1.75,812.58,948.01,948.01,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1896.02,2708.6000000000004,69.99999999999999,5.000000000000001
2019,Rabi,Tamil Nadu,Namakkal,Banana,Fruits,Horticulture & Commercial,1,154869.0,15.0,5.0,5.0,5.0,7743.45,7743.45,7743.45,80,AGRICULTURE INSURANCE COMPANY,15486.9,23230.35,66.66666666666667,15.0
2018,Kharif,Rajasthan,Karauli,Guar,Fodder Crops,Agriculture,1,44750.0,2.0,2.0,0.0,0.0,895.0,0.0,0.0,80,TATA AIG GENERAL INSURANCE CO. LTD.,0.0,895.0,0.0,2.0
2019,Rabi,Tripura,Khowai,Paddy - Boro,Cereals,Agriculture,1,61715.0,3.5,1.5,1.0,1.0,925.725,617.15,617.15,90,AGRICULTURE INSURANCE COMPANY,1234.3,2160.025,57.14285714285714,3.5000000000000004
2019,Rabi,Maharashtra,Nanded,Bengal Gram (Chana),Pulses,Agriculture,1,24000.0,36.0,1.5,17.25,17.25,360.0,4140.0,4140.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,8280.0,8640.0,95.83333333333334,36.0
2020,Rabi,Uttar Pradesh,Jaunpur,Pea,Pulses,Agriculture,1,68300.0,9.2,1.5,3.849999999999999,3.85,1024.5,2629.55,2629.55,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,5259.1,6283.6,83.69565217391305,9.2
2019,Rabi,Tamil Nadu,Coimbatore,Pearl Millet (Bajra),Millets,Agriculture,1,31320.0,23.74,1.5,11.12,11.12,469.8,3482.784,3482.784,90,ORIENTAL INSURANCE,6965.568,7435.368,93.68155012636899,23.74
2019,Rabi,Telangana,Mulugu,Green Gram (Moong),Pulses,Agriculture,1,37500.0,5.0,1.5,1.75,1.75,562.5,656.25,656.25,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,1312.5,1875.0,70.0,5.0
2019,Rabi,Rajasthan,Sikar,Barley (Jau),Cereals,Agriculture,1,47500.0,5.0,1.5,1.75,1.75,712.5,831.25,831.25,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1662.5,2375.0,70.0,5.0
2020,Kharif,Rajasthan,Jaisalmer,Groundnut (Pea Nut),Oilseeds,Agriculture,1,84319.0,9.68,2.0,3.84,3.84,1686.38,3237.8496,3237.8496,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,6475.6992,8162.0792,79.33884297520662,9.68
2018,Rabi,West Bengal,Haora,Paddy - Boro,Cereals,Agriculture,1,93750.0,4.89,0.0,3.1950000000000003,1.695,0.0,2995.3125,1589.0625,90,UNITED INDIA INSURANCE CO.,4584.375,4584.375,100.0,4.89
2020,Kharif,Rajasthan,Jaisalmer,Green Gram (Moong),Pulses,Agriculture,1,26083.0,28.66,2.0,13.33,13.33,521.66,3476.8639,3476.8639,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,6953.7278,7475.3877999999995,93.02163293789253,28.659999999999997
2018,Kharif,Rajasthan,Tonk,Groundnut (Pea Nut),Oilseeds,Agriculture,1,44000.0,7.0,2.0,2.5,2.5,880.0,1100.0,1100.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,2200.0,3080.0,71.42857142857143,7.000000000000001
2020,Rabi,Uttar Pradesh,Sitapur,Mustard,Oilseeds,Agriculture,1,38869.0,8.0,1.5,3.25,3.25,583.035,1263.2425,1263.2425,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2526.485,3109.5200000000004,81.24999999999999,8.000000000000002
2020,Kharif,Rajasthan,Jaisalmer,Guar,Fodder Crops,Agriculture,1,6040.0,38.31,2.0,22.31,14.0,120.8,1347.524,845.6,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,2193.124,2313.924,94.77943095797441,38.31
2019,Kharif,Haryana,Mewat,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,76600.0,15.0,2.0,8.0,5.0,1532.0,6128.0,3830.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,9958.0,11490.0,86.66666666666667,15.0
2018,Kharif,Rajasthan,Jhalawar,Paddy (Dhan),Cereals,Agriculture,1,43000.0,8.0,2.0,3.0,3.0,860.0,1290.0,1290.0,80,AGRICULTURE INSURANCE COMPANY,2580.0,3440.0,75.0,8.0
2020,Kharif,Tamil Nadu,Kanniyakumari,Tapioca,Sugar and Starch Crops,Horticulture & Commercial,1,63603.0,26.25,5.0,11.25,10.0,3180.15,7155.3375,6360.3,90,AGRICULTURE INSURANCE COMPANY,13515.6375,16695.7875,80.95238095238096,26.249999999999996
2022,Rabi,Sikkim,Namchi,Wheat,Cereals,Agriculture,1,36700.0,3.88,1.5,0.238,2.142,550.5,87.346,786.114,80,NATIONAL INSURANCE COMPANY LIMITED,873.46,1423.96,61.34020618556701,3.88
2018,Kharif,Tamil Nadu,Tiruppur,Maize (Makka),Millets,Agriculture,1,59910.0,2.0,2.0,0.0,0.0,1198.2,0.0,0.0,90,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,0.0,1198.2,0.0,2.0
2018,Rabi,West Bengal,Nadia,Paddy - Boro,Cereals,Agriculture,1,75323.0,2.85,0.0,2.175,0.675,0.0,1638.2753,508.4303,90,NATIONAL INSURANCE COMPANY LIMITED,2146.7056000000002,2146.7056000000002,100.0,2.850000132761574
2020,Rabi,KERALA,Malappuram,Banana,Fruits,Horticulture & Commercial,1,300000.0,3.6,3.6,0.0,0.0,10800.0,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,10800.0,0.0,3.5999999999999996
2021,Rabi,Rajasthan,Udaipur,Wheat,Cereals,Agriculture,1,55941.0,7.0,1.5,2.75,2.75,839.115,1538.3775,1538.3775,80,AGRICULTURE INSURANCE COMPANY,3076.755,3915.8700000000003,78.57142857142857,7.000000000000001
2018,Rabi,West Bengal,South Twenty Four Parganas,Green Gram (Moong),Pulses,Agriculture,1,38301.0,6.87,0.0,4.1850000000000005,2.685,0.0,1602.8969000000002,1028.3819,90,NATIONAL INSURANCE COMPANY LIMITED,2631.2788,2631.2788,100.0,6.870000261089788
2022,Rabi,Madhya Pradesh,Chhindwara,Bengal Gram (Chana),Pulses,Agriculture,1,35362.0,7.0,1.5,2.75,2.75,530.43,972.455,972.455,80,AGRICULTURE INSURANCE COMPANY,1944.91,2475.34,78.57142857142857,7.000000000000001
2021,Rabi,Rajasthan,Jodhpur,Rocket Salad (Taramira),Oilseeds,Agriculture,1,31464.0,17.5,1.5,8.0,8.0,471.96,2517.12,2517.12,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,5034.24,5506.2,91.42857142857143,17.5
2021,Kharif,Maharashtra,Nandurbar,Green Gram (Moong),Pulses,Agriculture,1,20000.0,9.0,2.0,3.5,3.5,400.0,700.0,700.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,1400.0,1800.0,77.77777777777779,9.0
2020,Kharif,Tamil Nadu,Ariyalur,Black Gram (Urad),Pulses,Agriculture,1,31641.0,5.78,2.0,1.8900000000000003,1.89,632.82,598.0149,598.0149,80,AGRICULTURE INSURANCE COMPANY,1196.0298,1828.8498,65.39792387543253,5.779999999999999
2022,Rabi,Chhattisgarh,Durg,Mustard,Oilseeds,Agriculture,1,22000.0,15.0,1.5,6.75,6.75,330.0,1485.0,1485.0,80,AGRICULTURE INSURANCE COMPANY,2970.0,3300.0,90.0,15.0
2018,Kharif,Tamil Nadu,Dindigul,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,18426.0,25.2,2.0,11.6,11.6,368.52,2137.416,2137.416,90,AGRICULTURE INSURANCE COMPANY,4274.832,4643.352000000001,92.06349206349206,25.200000000000006
2021,Rabi,Assam,Cachar,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,112256.0,2.0,2.0,0.0,0.0,2245.12,0.0,0.0,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,2245.12,0.0,2.0
2021,Rabi,Uttar Pradesh,Firozabad,Mustard,Oilseeds,Agriculture,1,74243.0,5.34,1.5,1.92,1.92,1113.645,1425.4656,1425.4656,90,AGRICULTURE INSURANCE COMPANY,2850.9312,3964.5762,71.91011235955057,5.34
2021,Rabi,Tamil Nadu,Salem,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,20378.0,30.0,1.5,14.25,14.25,305.67,2903.865,2903.865,90,AGRICULTURE INSURANCE COMPANY,5807.73,6113.4,95.0,30.0
2020,Rabi,TAMIL NADU,Tirupathur,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,28158.0,35.0,1.5,21.75,11.75,422.37,6124.365,3308.565,90,AGRICULTURE INSURANCE COMPANY,9432.93,9855.3,95.71428571428572,35.0
2022,Kharif,Uttar Pradesh,Jalaun,Black Gram (Urad),Pulses,Agriculture,1,31475.0,16.0,2.0,7.0,7.0,629.5,2203.25,2203.25,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,4406.5,5036.0,87.5,16.0
2022,Rabi,Tamil Nadu,Mayiladuthurai,Rice Fallow Cotton,Fiber Crops,Horticulture & Commercial,1,39259.0,40.0,5.0,25.0,10.0,1962.95,9814.75,3925.9,80,AGRICULTURE INSURANCE COMPANY,13740.65,15703.6,87.5,40.0
2019,Kharif,Maharashtra,Nagpur,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,31500.0,22.7,2.0,10.35,10.35,630.0,3260.25,3260.25,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,6520.5,7150.5,91.18942731277532,22.7
2018,Rabi,West Bengal,Paschim Bardhaman,Mustard,Oilseeds,Agriculture,1,37750.0,8.18,0.0,4.84,3.34,0.0,1827.1,1260.85,90,UNITED INDIA INSURANCE CO.,3087.95,3087.95,100.0,8.18
2022,Rabi,Kerala,Palakkad,Banana,Fruits,Horticulture & Commercial,1,300000.0,3.1,3.1,0.0,0.0,9300.0,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,9300.0,0.0,3.1
2021,Kharif,Uttar Pradesh,Mathura,Paddy (Dhan),Cereals,Agriculture,1,63859.0,5.66,2.0,1.83,1.83,1277.18,1168.6197,1168.6197,90,AGRICULTURE INSURANCE COMPANY,2337.2394,3614.4193999999998,64.66431095406361,5.66
2019,Rabi,Tamil Nadu,Theni,Cotton (Lint) - III,Fiber Crops,Horticulture & Commercial,1,54093.0,35.0,5.0,15.0,15.0,2704.65,8113.95,8113.95,90,AGRICULTURE INSURANCE COMPANY,16227.9,18932.55,85.71428571428572,35.0
2020,Rabi,Uttar Pradesh,Fatehpur,Bengal Gram (Chana),Pulses,Agriculture,1,58256.0,21.26,1.5,9.88,9.88,873.84,5755.6928,5755.6928,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,11511.3856,12385.2256,92.9444967074318,21.259999999999998
2019,Kharif,Maharashtra,Nandurbar,Pearl Millet (Bajra),Millets,Agriculture,1,20000.0,15.0,2.0,6.5,6.5,400.0,1300.0,1300.0,70,AGRICULTURE INSURANCE COMPANY,2600.0,3000.0,86.66666666666667,15.0
2018,Rabi,West Bengal,Paschim Bardhaman,Paddy - Boro,Cereals,Agriculture,1,81543.0,5.43,0.0,3.465,1.965,0.0,2825.465,1602.32,90,UNITED INDIA INSURANCE CO.,4427.785,4427.785,100.0,5.4300001226346835
2019,Rabi,Tamil Nadu,Tirunelveli,Bhindi(Okra/Ladysfinger),Vegetables,Horticulture & Commercial,1,21736.0,1.85,1.85,0.0,0.0,402.116,0.0,0.0,70,ORIENTAL INSURANCE,0.0,402.116,0.0,1.8499999999999999
2020,Rabi,TRIPURA,North Tripura,Tomato,Vegetables,Horticulture & Commercial,1,161948.0,5.0,5.0,0.0,0.0,8097.4,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,8097.4,0.0,5.0
2021,Kharif,Madhya Pradesh,Panna,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,13200.0,12.0,2.0,5.0,5.0,264.0,660.0,660.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1320.0,1584.0,83.33333333333334,12.0
2022,Kharif,RAJASTHAN,Chittorgarh,Maize (Makka),Millets,Agriculture,1,46731.0,16.0,2.0,7.0,7.0,934.62,3271.17,3271.17,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,6542.34,7476.96,87.5,16.0
2022,Kharif,Uttar Pradesh,Banda,Pearl Millet (Bajra),Millets,Agriculture,1,27776.0,25.0,2.0,11.5,11.5,555.52,3194.24,3194.24,80,AGRICULTURE INSURANCE COMPANY,6388.48,6944.0,92.0,25.0
